Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2024-04-08,whitefield,Marathahalli Bridge,31151,23.714468518473225,1.5,100.0,100.0,1,112.302,49.83120396331236,94.22145621186884,61.998589694259216,80,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-08,koramangala,Sony World Junction,14539,43.34974453230573,1.1680962997139115,48.27303608181239,70.44161956560015,0,79.078,39.89449712979452,98.83936641804708,66.09473429505232,192,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-08,koramangala,Sarjapur Road,55823,32.46718268415919,1.5,100.0,100.0,2,161.64600000000002,34.413095387211925,95.11514344442736,83.88268312799224,91,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-09,whitefield,ITPL Main Road,20213,41.573276354446485,1.0809084055699771,59.18759319573687,100.0,1,90.426,47.15835812688224,70.3559624666449,88.82612613954167,112,Overcast,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-09,koramangala,Sony World Junction,28792,26.27967229832572,1.5,100.0,100.0,2,107.584,71.52921920987932,75.77447193197676,74.4519817089115,86,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-09,koramangala,Sarjapur Road,64168,37.40475815963108,1.5,100.0,100.0,0,178.336,76.40090234275029,66.15139270052236,89.10175838164781,93,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-10,koramangala,Sony World Junction,48883,37.55958887160475,1.5,100.0,100.0,3,147.76600000000002,44.501105794255984,66.71632632220094,86.64131661163775,113,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-10,koramangala,Sarjapur Road,29805,49.3843691242267,1.5,100.0,100.0,2,109.61,57.96025765983844,71.33852694630937,99.87637066884596,110,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-11,whitefield,ITPL Main Road,14255,55.526080309680935,1.2507324086161535,51.04446898132973,75.93218521766624,0,78.51,22.510105206717668,78.37445279353936,76.2975012428326,195,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-11,koramangala,Sarjapur Road,63725,37.51692665691301,1.5,100.0,100.0,2,177.45,60.283561184308,92.44339155361992,96.22256856329548,90,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-12,whitefield,Marathahalli Bridge,30213,30.617588532584023,1.5,100.0,100.0,2,110.426,67.48230877208023,83.10321598612423,85.74827293285941,106,Windy,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-12,koramangala,Sarjapur Road,45431,31.44087989480652,1.5,100.0,100.0,5,140.862,32.60381214672236,83.55433744317212,87.30084937530762,92,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-13,whitefield,Marathahalli Bridge,15406,58.37695412740421,1.0602429170107612,59.736716287697874,79.43454516708911,0,80.812,79.1429629329823,84.75898742030942,75.74592521529262,101,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-13,koramangala,Sony World Junction,59084,30.487429797553524,1.5,100.0,100.0,2,168.168,21.34712196531231,76.55277763252914,85.05438406390178,104,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-13,koramangala,Sarjapur Road,28806,48.90955470698547,1.5,93.11578901034407,100.0,1,107.612,15.92976441140479,65.51003653340187,76.13365112822969,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-14,koramangala,Sony World Junction,61462,30.20056063310743,1.5,100.0,100.0,0,172.924,22.863678654334286,74.47566510679263,98.51699020175722,103,Overcast,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-15,koramangala,Sony World Junction,64229,38.46460908757466,1.5,100.0,100.0,2,178.458,17.534888505232104,73.7592580266636,65.04995703773932,109,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-16,whitefield,Marathahalli Bridge,24151,50.83736525454758,1.2424821570593565,88.53035655112869,100.0,3,98.302,13.958223304014323,94.59938898493166,62.92188271024965,96,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-16,whitefield,ITPL Main Road,28196,34.10661260351644,1.5,87.06433081066712,100.0,3,106.392,69.28062178936807,91.85948771631196,51.81137749264164,108,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-16,koramangala,Sony World Junction,27237,33.3860571287395,1.5,83.96516463987523,100.0,3,104.474,45.01797146197416,94.22576243202344,97.4532405449223,77,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-16,koramangala,Sarjapur Road,33275,31.128391784631056,1.5,100.0,100.0,2,116.55,19.703126536945184,86.68598876556415,58.76352371623444,91,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-17,whitefield,ITPL Main Road,14319,46.63828488940258,1.126900888212638,42.95503429229784,73.80297913208605,0,78.638,44.57486858207081,73.0867923871947,86.11701359794849,201,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-17,koramangala,Sony World Junction,46684,41.58983999033184,1.5,100.0,100.0,3,143.368,15.511896206880207,87.64372195085278,73.64780174494672,100,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-17,koramangala,Sarjapur Road,59040,42.41728488445879,1.5,100.0,100.0,1,168.07999999999998,74.12861938140468,62.97160663839157,56.588147624628434,89,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-18,whitefield,ITPL Main Road,22334,37.52837376266144,1.2765107663549422,83.77538133084896,100.0,2,94.668,66.9610576262373,94.34299926150304,84.68135622440053,103,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-18,koramangala,Sony World Junction,48725,40.04858181972939,1.5,100.0,100.0,2,147.45,16.90999875398331,91.30594721800354,93.10544871351917,93,Rain,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-18,koramangala,Sarjapur Road,57899,34.195922921435894,1.5,100.0,100.0,4,165.798,52.00288781054958,91.2586299337879,55.45021216092826,96,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-19,whitefield,ITPL Main Road,20699,22.513171955654187,1.0399644206144392,70.28318864392264,100.0,0,91.398,19.10004633300488,62.81990893010977,60.153124286523365,81,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-19,koramangala,Sarjapur Road,27727,36.88164651701715,1.5,98.5347241653651,100.0,0,105.454,44.82020923423805,84.90811722034141,57.38979374831956,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-20,whitefield,Marathahalli Bridge,7703,45.1174513570052,1.223797458622524,24.67011638104745,36.95149947874345,0,65.406,68.06067954317098,80.44273805329884,64.3697846117464,208,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-20,koramangala,Sony World Junction,15230,34.20468302789689,1.365912682800292,50.11894674052894,72.55779559056845,0,80.46000000000001,75.96617609395915,82.80085141118211,92.17871717695022,112,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-20,koramangala,Sarjapur Road,47203,25.60822778918993,1.5,100.0,100.0,2,144.406,65.99067068917296,78.82944452083174,52.16658352605958,111,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-21,koramangala,Sony World Junction,56322,35.84547807853917,1.5,100.0,100.0,2,162.644,46.047345493506,88.31395465917674,88.13330538787991,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-21,koramangala,Sarjapur Road,59444,37.67404877461349,1.5,100.0,100.0,3,168.888,79.17579929803213,67.51082141737123,59.530507187238726,98,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-22,whitefield,Marathahalli Bridge,19833,39.40749987768992,1.2934475978650626,62.791831262679125,100.0,0,89.666,63.15404946215225,88.94862541814567,76.13022547460228,112,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-22,koramangala,Sony World Junction,42076,52.06033534397688,1.5,100.0,100.0,6,134.152,22.810666576593142,81.75091116097278,82.76447938492612,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-23,whitefield,Marathahalli Bridge,8216,54.460503508853904,1.1040759869074497,35.06628224488796,44.57787013318425,0,66.432,26.358571081692617,67.22095133989532,59.45966604562679,210,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-23,whitefield,ITPL Main Road,23790,43.089311760579264,1.3740843208062703,76.62328282591716,100.0,6,97.58,36.54286309147637,98.77085541988704,64.8889059238982,90,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-23,koramangala,Sony World Junction,57024,40.40156790981023,1.5,100.0,100.0,1,164.048,42.08954951888651,85.24992786884317,97.70226934815,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-24,whitefield,Marathahalli Bridge,30381,33.177030120086016,1.5,100.0,100.0,1,110.762,51.14537865596637,96.73595913231642,64.55877387034018,110,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-24,koramangala,Sony World Junction,58310,38.50463659613085,1.5,100.0,100.0,3,166.62,33.66491565220002,78.94465654216116,92.3669390598272,100,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-24,koramangala,Sarjapur Road,38115,47.32666857373368,1.5,100.0,100.0,1,126.23,65.81941946157806,94.35604778705928,65.48068328903399,83,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-25,koramangala,Sarjapur Road,33459,32.55635909165943,1.5,100.0,100.0,3,116.918,40.95609092708007,78.99818129070107,95.02842150615048,95,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-26,whitefield,Marathahalli Bridge,7916,37.0937813376872,1.084866470560524,21.72822903726248,39.93950318972001,0,65.832,29.724520606734032,98.85925513697612,57.22936892595175,205,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-26,koramangala,Sony World Junction,44933,28.64584958179317,1.5,100.0,100.0,2,139.866,14.968109801048154,72.44390221333047,59.71841551598176,110,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-27,whitefield,Marathahalli Bridge,20809,39.31130503181637,1.3636810068646352,60.19916079072373,100.0,2,91.618,29.226544403626068,91.41887722011114,85.70864970427638,80,Windy,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-27,whitefield,ITPL Main Road,14666,43.16863589019838,1.2483728834876795,57.83211305657134,75.35568162012125,4,79.332,14.913492933725982,62.11969943619023,88.14420462380448,189,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-27,koramangala,Sarjapur Road,31415,44.72095919545843,1.5,100.0,100.0,0,112.83,59.736328802296015,89.85622146552281,83.32554710737493,98,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-28,koramangala,Sony World Junction,45971,39.62083338736594,1.5,100.0,100.0,1,141.942,24.401744613782583,89.16029426614674,77.92690587631861,102,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-29,whitefield,ITPL Main Road,34329,36.82033674446568,1.5,100.0,100.0,1,118.658,18.1859042174805,96.0245595939706,57.78196783467921,84,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-29,koramangala,Sarjapur Road,29348,23.77060832801994,1.5,100.0,100.0,3,108.696,60.56207256008112,87.74814840932748,73.15827131112412,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-30,whitefield,ITPL Main Road,24935,35.291665648847584,1.299948631278926,81.92874176728691,100.0,3,99.87,55.18169891297494,79.27975693459963,54.77156942920349,85,Windy,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-30,koramangala,Sony World Junction,28787,23.05383167075206,1.5,96.15829459330035,100.0,0,107.574,62.43890409567948,60.635572226234565,55.219903133349504,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-30,koramangala,Sarjapur Road,56130,30.01519027710012,1.5,100.0,100.0,3,162.26,77.33687613798926,86.67340448595674,79.58981583434283,102,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-05-01,whitefield,ITPL Main Road,17470,37.61161692448235,1.1406282988121592,56.383643753101765,90.67189434266184,0,84.94,66.99434872065154,64.74517976759972,57.289697573799465,96,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-05-01,koramangala,Sony World Junction,61853,20.0,1.5,100.0,100.0,2,173.70600000000002,42.85123499120908,90.86567894195906,74.14795044645558,87,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-05-01,koramangala,Sarjapur Road,42926,49.48554353866929,1.5,100.0,100.0,2,135.852,27.258032232141897,81.39532466424379,87.35484173286564,113,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
